		མདོ་རྩ་བའི་རྒྱ་ཆེར་འགྲེལ་སྤྱིའི་དོན་མཐའ་དཔྱད་དང་བསྡུས་དོན་ས་བཅད་དང་འབྲུ་ཡི་དོན་མཐར་ཆགས་སུ་གཉེར་བ་བཅས་འཛམ་བུའི་གླིང་གསལ་བར་བྱེད་པའི་རྒྱན་ཉི་མའི་དཀྱིལ་འཁོར་ཞེས་བྱ་བ།			
	ལོ་རིམ་བཅུ་པ།				
		བརྟག་གཉིས་སྤྱི་དོན་དང་ཚིག་འགྲེལ་གཞོལ་མེད་རྡོ་རྗེའི་གསང་བ་འབྱེད་པ།			
		ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་སྙིང་པོའི་དོན་མངོན་སུམ་ལམ་གྱི་བཤད་སྲོལ་དང་སྦྱར་བའི་རྣམ་པར་འགྲེལ་པ་ཕྱིར་མི་ལྡོག་པ་སེང་གེའི་ང་རོ་ཞེས་བྱ་བ།			
	ལོ་རིམ་བཅུ་གཅིག་པ།				
		རྣལ་འབྱོར་བླ་ན་མེད་པའི་རྒྱུད་སྡེ་རྒྱ་མཚོའི་སྙིང་པོ་བསྡུས་པ་ཟབ་མོ་ནང་གི་དོན་ཉུང་ངུའི་ཚིག་གིས་རྣམ་པར་འགྲེལ་བ་ཟབ་དོན་སྣང་བྱེད་ཅེས་བྱ་བ།			
	གཞུང་ལུགས་ཁག				
		W1KG3711			
		W8027			
		W00KG01630			
		W00KG01627			
		W1CZ2513			
		W1KG12028			
		W3CN626			
		W4PD1455			
		W2PD17413			
		W1KG3536			
		W1KG3553			
		W1KG4335			
		W1KG11909			
		W24128			
		W11043			
		W21972			
		W3CN15334			
		W22009			
		W21971			
		W3CN15333			
		W22009			
W1ERI0013002 ཤེས་རབ་གླིང་གི་ཡིག་ཆ།					
	འདོན་ཆའི་སྐོར།				
		W1KG9676			
		W00KG01619			
		W4CZ45222			
		W00KG01640			
		W00KG01649			
		W3JT13336			
	སྔགས་ཀྱི་སྐོར།				
		W1KG11870			
		W00KG01629			
		W00KG01624			
		W00KG01616			
		W3CN1539			
		W3CN636			
	སྣ་ཚོགས།				
		W1KG11880			
		W29706			
		W3CN677			
		W1CZ1112			
		W3CN687			
		W00KG01635			
		W3CN681			
		W00KG01634			
		W3CN671			
		W3CN844			
		W00KG01639			
		W3CN674			
		W00KG01632			
		W1CZ913			
		W2PD17419			
		W1CZ2378			
		W1CZ2390			
		W1CZ2382			
		W1GS45965			
		W1KG4333			
		W1KG4336			
		W8LS25033			
		W00KG03592			
		W1CZ1992			
		W3JT13318			
		W27921			
		W1KG16278			
		W27804			
		W1KG854			
		W1KG820			
		W27273			
		W11044			
		W21759			
		W1CZ930			
		W24156			
		W1CZ928			
		W1CZ929			
W1ERI0013003 གསོ་རིག་བསྡུས་ར་བ།					
	སློབ་དུས་དང་པོ།				
		ཀ བློ་འཛིན།			
			རྩ་བ། རྩ་རྒྱུད་ལས།		
				ལེའུ་དང་པོ། གླེང་གཞིའི་ལེའུ།	
				W2PD20111 ལེའུ་གཉིས་པ། གླེང་སློང་རྣམ་གྲངས་རྣམ་པར་བཀོད་པའི་ལེའུ།	
				W2PD20111 ལེའུ་གསུམ་པ། གནས་ལུགས་ནད་གཞིའི་ལེའུ།	
				W2PD20111 ལེའུ་བཞི་པ། ངོས་འཛིན་རྟགས་ཀྱི་ལེའུ།	
				W2PD20111 ལེའུ་ལྔ་པ། གསོ་བྱེད་ཐབས་ཀྱི་ལེའུ།	
				W2PD20111 ལེའུ་དྲུག་པ། སྡོམས་ཚིག་བསྟན་པའི་ལེའུ།	
			རྩ་བ། བཤད་རྒྱུད་ལས།		
				W2PD20111 ལེའུ་གཉིས་པ། ལུས་ཀྱི་ཆགས་ཚུལ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་ལྔ་པ། ལུས་ཀྱི་མཚན་ཉིད་བསྟན་པའི་ལེའུ།	
			ལྷན་ཐབས།		
				རྩ་རྒྱུད་སྡོང་འགྲེམས།	
					
		ཁ བཤད་ཁྲིད།			
			རྩ་བ། རྩ་རྒྱུད་ལས།		
				ལེའུ་དང་པོ། གླེང་གཞིའི་ལེའུ།	
				W2PD20111 ལེའུ་གཉིས་པ། གླེང་སློང་རྣམ་གྲངས་རྣམ་པར་བཀོད་པའི་ལེའུ།	
				W2PD20111 ལེའུ་གསུམ་པ། གནས་ལུགས་ནད་གཞིའི་ལེའུ།	
				W2PD20111 ལེའུ་བཞི་པ། ངོས་འཛིན་རྟགས་ཀྱི་ལེའུ།	
				W2PD20111 ལེའུ་ལྔ་པ། གསོ་བྱེད་ཐབས་ཀྱི་ལེའུ།	
				W2PD20111 ལེའུ་དྲུག་པ། སྡོམས་ཚིག་བསྟན་པའི་ལེའུ།	
			རྩ་བ། བཤད་རྒྱུད་ལས།		
				W2PD20111 ལེའུ་གཉིས་པ། ལུས་ཀྱི་ཆགས་ཚུལ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཞི་པ། ལུས་ཀྱི་གནས་ལུགས་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་ལྔ༌པ། ལུས་ཀྱི་མཚན་ཉིད་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་དྲུག་པ། ལུས་ཀྱི་ལས་དང་དབྱེ་བ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བརྒྱད་པ། ནད་ཀྱི་རྒྱུ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་དགུ་པ། ནད་ཀྱི་རྐྱེན་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་པ། ནད་ཀྱི་འཇུག་ཚུལ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་གཅིག ནད་ཀྱི་མཚན་ཉིད་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་གསུམ་པ། རྒྱུན་གྱི་སྤྱོད་ལམ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་བཞི། དུས་ཀྱི་སྤྱོད་ལམ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅོ་ལྔ་པ། གནས་སྐབས་སྤྱོད་ལམ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་དྲུག་པ། ཟས་ཀྱི་ཚུལ་ཤེས་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་བདུན་པ། ཁ་ཟས་བསྡམས་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅོ་བརྒྱད་པ། ཟས་ཚོད་རན་པར་ཟ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་དགུ་པ། སྨན་གྱི་རོ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་ཉི་ཤུ། སྨན་གྱི་ནུས་པ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་ཉེར་གསུམ། ཐ་མལ་ནད་མེད་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་ཉེར་བཞི། ཉེས་པ་དངོས་སྟོན་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་སོ་གཅིག བྱ་བྱེད་སྨན་པའི་ལེའུ།	
			འགྲེལ་པ།	 W30015_0072 དཀའ་འགྲེལ་མཁས་པའི་ཞལ་ལུང༌།	
				W29701_0002 འགྲེལ་ཆེན་དྲང་སྲོང་དགྱེས་པའི་ཞལ་ལུང་།	
				W29701_0044	
			ག ལག་ལེན་དང་མན་ངག་ཁ་སྐོང་།		
				༡། གཡུ་ཐོག་སྙིང་ཐིག་གི་དབང་ལུང་དང་དེ་འབྲེལ་ཚེས་བཅུའི་ཆོ་གའི་ལག་ལེན།	
				༢། སྨན་རྒྱུ་འདེབས་འཛུགས་དང་བདག་ཉར་བྱ་སྟངས་སློབ་ཁྲིད་དང་སྦྱོང་བརྡར།	
				༣། ཡིད་འཕྲོག་ལྡུམ་རའི་སྨན་རིགས་ཁག་གི་ངོ་སྤྲོད།	
				༤། སྨན་རྩིས་རིག་དངོས་ཁག་གཅིག་གི་བཟོ་བསྐྲུན་ལག་ལེན་དང་སྦྱོང་བརྡར།	
	སློབ་དུས་གཉིས་པ།				
		བློ་འཛིན།			
			རྩ་བ། གསང་བ་མན་ངག་གི་རྒྱུད་དུམ་བུ་གཉིས་པ་བཤད་པའི་རྒྱུད་ལས།		
				W2PD20111 ལེའུ་བཅུ་གཅིག་པ། ནད་ཀྱི་མཚན་ཉིད་བསྟན་པ།	
				W2PD20111 ལེའུ་བཅུ་གསུམ་པ། རྒྱུན་གྱི་སྤྱོད་ལམ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅུ་བདུན་པ། ཁ་ཟས་བསྡམས་པའི་ལེའུ།	
				W2PD20111 ལེའུ་བཅོ་བརྒྱད་པ། ཟས་ཚོད་རན་པར་ཟ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་ཉི་ཤུ་པ། སྨན་གྱི་ནུས་པ་བསྟན་པའི་ལེའུ།	
				W2PD20111 ལེའུ་ཉེར་དགུ་པ། གསོ་ཐབས་དངོས་བསྟན་པ།	
				W2PD20111 ལེའུ་སོ་གཅིག་པ། གསོ་བ་པོ་སྨན་པའི་ལེའུ།	
			རྩ་བ། མན་ངག་རྒྱུད་ལས། གཤམ་འཁོད་ལེའུ་རྣམས་ཀྱི་རྒྱུ་རྐྱེན་དབྱེ་བ་རྟགས་དང་སྤྱི་བཅོས་བར།		
				W2PD20111 ལེའུ་དང་པོ། རླུང་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་གཉིས་པ། མཁྲིས་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་གསུམ་པ། བད་ཀན་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་དྲུག་པ། མ་ཞུ་བ་འི་ནད་གསོ་བ།	
			ལྷན་ཐབས། བྱང་ཁོག་ཡུལ་ཐིག་བསྡུས་པ།		
		བཤད་ཁྲིད།			
			རྩ་བ། མན་ངག་གི་རྒྱུད་ཀྱི་དུམ་བུ་གསུམ་པ་མན་ངག་རྒྱུད་ལས། གཤམ་འཁོད་ལེའུ་རྣམས་ཀྱི་རྒྱུ་རྐྱེན་དབྱེ་བ་རྟགས་དང་སྤྱི་བཅོས་བར།		
				W2PD20111 ལེའུ་གཉིས་པ། རླུང་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་གསུམ་པ། མཁྲིས་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་བཞི་པ། བད་ཀན་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་ལྔ་པ། འདུས་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་དྲུག་པ། མ་ཞུ་བའི་ནད་གསོ་བ།	
				W2PD20111 ལེའུ་བཅུ་གཉིས། ཚ་བ་སྤྱི་བཅོས་པ།	
				W2PD20111 ལེའུ་བཅུ་གསུམ། འཁྲུལ་གཞི་ཚ་གྲང་གལ་མདོ།	
				W2PD20111 ལེའུ་བཅུ་བཞི། ཚ་བ་རི་ཐང་མཚམས་བསྟན་པ།	
				W2PD20111 ལེའུ་སོ་བཞི་པ། སྙིང་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་སོ་ལྔ་པ། གློ་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་སོ་དྲུག་པ། མཆིན་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་སོ་བདུན་པ། མཆེར་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་སོ་བརྒྱད་པ། མཁལ་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་སོ་དགུ་པ། ཕོ་བའི་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་བཞི་བཅུ་པ། རྒྱུ་མའི་ནད་གསོ་བའི་ལེའུ།	
				W2PD20111 ལེའུ་ཞེ་གཅིག ལོང་ནད་གསོ་བའི་ལེའུ།	
			འགྲེལ་པ། དཔལ་ལྡན་རྒྱུད་བཞིའི་དཀའ་འགྲེལ་མཁས་པའི་ཞལ་ལུང༌།		
				 W30015_0072 དཀའ་འགྲེལ་མཁས་པའི་ཞལ་ལུང༌།	
				W29701_0002 འགྲེལ་ཆེན་དྲང་སྲོང་དགྱེས་པའི་ཞལ་ལུང་།	
				W29701_0044	
			ལྷན་ཐབས། 		
				W27217 འཚོ་བྱེད་ལས་དང་པོ་ལ་ཉེ་བར་མཁོ་བའི་ཟིན་ཏིག་ཅེས་པར་བཏུས་པ་བདུད་རྩིའི་ཐིགས་པ།	
			ག ལག་ལེན་དང་མཐོང་བརྒྱུད།		
				༡། རི་རྩེར་སྔོ་སྨན་ངོ་སྤྲོད་དང་འཐུ་སྒྲུབ།	
				༢། ནད་གསོ་ཁང་དུ་སྨན་སྤྲོད་དང་སྨན་གཡོག་ལས་གཞི་སྦྱོང་བརྡར།	
				༣། ལུས་སྦྱོང་དང་བཟའ་བཏུང་གཡོས་སྦྱོར་སྐོར་གྱི་ལག་ལེན་དང་སྦྱོང་བརྡར།	
	སློབ་དུས་གསུམ་པ།				
		བློ་འཛིན།			
			རྩ་བ། མན་ངག་གི་རྒྱུད་ལས་དུམ་བུ་བཞི་པ་ཕྱི་མའི་རྒྱུད།		
				W2PD20111 ལེའུ་དང་པོ། རྩ་ལ་བརྟག་པ།	
				W2PD20111 ལེའུ་གཉིས་པ། ཆུ་ལ་བརྟག་པ།	
				W2PD20111 ལེའུ་ཉེར་གཉིས། དུགས།	
				W2PD20111 ལེའུ་ཉེར་གསུམ། ལུམས།	
				W2PD20111 ལེའུ་ཉེར་བཞི་པ། བྱུགས་པ།	
			ལྷན་ཐབས། 		
				གཏར་ཁའི་སྡོམ་ཚིག་གཞོན་ནུའི་ངག་རྒྱན།	
		བཤད་ཁྲིད།			
			རྩ་གཞུང་། མན་ངག་གི་རྒྱུད་ལས་དུམ་བུ་བཞི་པ་ཕྱི་མའི་རྒྱུད།		
				W2PD20111 ལེའུ་དང་པོ། རེག་པ་རྩ་མདོ།	
				W2PD20111 ལེའུ་གཉིས་པ། དྲི་ཆུ་བརྟག་ཐབས།	
				W2PD20111 ལེའུ་བཅུ་གསུམ་པ། སྣུམ་ཆོས།	
				W2PD20111 ལེའུ་ཉེར་གཉིས། དུགས།	
				W2PD20111 ལེའུ་ཉེར་གསུམ། ལུམས།	
				W2PD20111 ལེའུ་ཉེར་བཞི་པ། བྱུགས་པ།	
			རྩ་འགྲེལ།		
				 W30015_0072 དཀའ་འགྲེལ་མཁས་པའི་ཞལ་ལུང༌།	
				W29701_0002 འགྲེལ་ཆེན་དྲང་སྲོང་དགྱེས་པའི་ཞལ་ལུང་།	
				W29701_0044	
			ག ལག་ལེན་དང་མཐོང་བརྒྱུད།		
				༡། རི་རྩེར་སྔོ་སྨན་ངོ་སྤྲོད་དང་འཐུ་སྒྲུབ།	
				༢། བརྟག་དཔྱད་ཁང་སྨན་སྤྲོད་དང་སྨན་གཡོག་ལས་གཞི་སྦྱོང་བརྡར།	
				༣། ལུས་སྦྱོང་དང་བཟའ་བཏུང་གཡོས་སྦྱོར་སྐོར་གྱི་ལག་ལེན་དང་སྦྱོང་བརྡར།	
	སློབ་དུས་བཞི་པ།				
		བློ་འཛིན།			
			རྩ་བ། སྨན་སྦྱོར་ནུས་པ་ཕྱོགས་བསྡུས།		
		བཤད་ཁྲིད།			
			མན་ངག་གི་རྒྱུད་ལས་དུམ་བུ་བཞི་པ་ཕྱི་མའི་རྒྱུད།		
				W2PD20111 ལེའུ་ཉེར་བདུན། རྒྱུད་ཡོངས་སུ་གཏད་པའི་ལེའུ།	
				W2PD20111 མན་ངག་ལྷན་ཐབས་ལས་རིམས་རྐྱང་བཞི་དང་གཉན་ནད་སྤྱིའི་སྐོར།	
				W2PD20111 དཀའ་འགྲེལ་མཁས་པའི་ཞལ་ལུང༌།	
				W2PD20111 འགྲེལ་ཆེན་དྲང་སྲོང་དགྱེས་པའི་ཞལ་ལུང་།	
			ལྷན་ཐབས། 		
				W3CN6691 སྨན་སྦྱོར་ནུས་པ་ཕྱོགས་བསྡུས།	
			ག ལག་ལེན་དང་མཐོང་བརྒྱུད།		
				༡། སྨན་སྦྱོར་ཁང་དུ་སྨན་སྦྱོར་ལག་ལེན་སློབ་ཁྲིད།	
				༢། བརྟག་དཔྱད་སྨན་ཁང་དུ་ནད་བཅོས་ཉམས་གསོག།	
	གསོ་རིག་བཀའ་བཅུ་པ།				
		སློབ་དུས་དང་པོ།			
			བློ་འཛིན།		
				རྩ་བ། མན་ངག་གི་རྒྱུད་དུམ་བུ་དང་པོ་རྩ་བའི་རྒྱུད་ལས།	
					W2PD20111 ལེའུ་དང་པོ། གླེང་གཞིའི་ལེའུ།
					W2PD20111 ལེའུ་གཉིས་པ། གླེང་སློང་རྣམ་གྲངས་རྣམ་པར་བཀོད་པའི་ལེའུ།
					W2PD20111 ལེའུ་གསུམ་པ། གནས་ལུགས་ནད་གཞིའི་ལེའུ།
					W2PD20111 ལེའུ་བཞི་པ། ངོས་འཛིན་རྟགས་ཀྱི་ལེའུ།
					W2PD20111 ལེའུ་ལྔ་པ། གསོ་བྱེད་ཐབས་ཀྱི་ལེའུ།
					W2PD20111 ལེའུ་དྲུག་པ། སྡོམས་ཚིག་བསྟན་པའི་ལེའུ།
				རྩ་བ། མན་ངག་གི་རྒྱུད་ལས་དུམ་བུ་གཉིས་པ་བཤད་པའི་རྒྱུད་ལས།	
					W2PD20111 ལེའུ་གཉིས་པ། ལུས་ཀྱི་ཆགས་ཚུལ་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་ལྔ་པ། ལུས་ཀྱི་མཚན་ཉིད་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་བདུན་པ། ལུས་ཀྱི་འཇིག་ལྟས་བསྟན་པའི་ལེའུ།
				ལྷན་ཐབས། 	
					རྩ་རྒྱུད་རྡེའུ་འགྲེམ་མྱ་ངན་མེད་པའི་ལྗོན་པ།
			བཤད་ཁྲིད།		
				ཀ གསོ་རིག་རྒྱུད་བཞིའི་གླེང་གཞི་དང་གླེང་སློང་།	
					W2PD20111 རྩ་བ། བདུད་རྩི་སྙིང་པོ་ཡན་ལག་བརྒྱད་པ་གསང་བ་མན་ངག་གི་རྒྱུད་ལས་དུམ་བུ་དང་པོ་རྩ་བའིི་རྒྱུད།
					W2PD20111 ལེའུ་དང་པོ། གླེང་གཞིའི་ལེའུ།
					W2PD20111 ལེའུ་གཉིས་པ། གླེང་སློང་གི་ལེའུ།
				ཁ གསོ་རིག་རྒྱུད་ཀྱི་གཞུང་དོན་དངོས།	
					མན་ངག་གི་རྒྱུད་ཀྱི་དུམ་བུ་དང་པོ་རྩ་བའི་རྒྱུད་ལས།
					W2PD20111 ལེའུ་གསུམ་པ། གནས་ལུགས་ནད་གཞི། ༼ནད་ཁམས་རིག་པ།༽
					W2PD20111 ལེའུ་བཞི་པ། ངོས་བཟུང་རྟགས་ཀྱི་ལེའུ། ༼བརྟག་ཐབས་རིག་པ།༽
					W2PD20111 ལེའུ་ལྔ་པ། གསོ་ཐབས་ཀྱི་ལེའུ། ༼ནད་གསོ་ཐབས་རིག་པ།༽
					W2PD20111 ལེའུ་དྲུག་པ། དཔེ་དོན་རྣམ་གྲངས་ཀྱི་ལེའུ། ༼སྡོམས་ཚིག་རིག་པ།༽
				མན་ངག་གི་རྒྱུད་ལས་དུམ་བུ་གཉིས་པ་བཤད་པའི་རྒྱུད་ལས།	
					W2PD20111 ལེའུ་དང་པོ། བཤད་པའི་རྒྱུད་ཀྱི་སྡོམ་ཚིག་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་གཉིས་པ། ལུས་ཀྱི་ཆགས་ཚུལ་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་གསུམ་པ། ལུས་ཀྱི་འདྲ་དཔེ་བསྟན་པའི་ལེའུ།
					W2PD20111་ལེའུ་བཞི་པ། ལུས་ཀྱི་གནས་ལུགས་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་ལྔ༌པ། ལུས་ཀྱི་མཚན་ཉིད་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་དྲུག་པ། ལུས་ཀྱི་ལས་དང་དབྱེ་བ་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་བདུན་པ། ལུས་ཀྱི་འཇིག་ལྟས་བསྟན་པའི་ལེའུ།
				འགྲེལ་པ།	
					བདུད་རྩི་སྙིང་པོ་ཡན་ལག་བརྒྱད་པ་གསང་བ་མན་ངག་གི་རྒྱུད་ལས་བཤད་པའི་རྒྱུད་ཀྱི་རྣམ་པར་བཤད་པ་ཚིག་དོན་ཉི་མ།
					དཔལ་ལྡན་རྒྱུད་བཞིའི་དཀའ་འགྲེལ་མཁས་པའི་ཞལ་ལུང༌།
					།བདུད་རྩི་སྙིང་པོ་ཡན་ལག་བརྒྱད་པ་གསང་བ་མན་ངག་གི་རྒྱུད་ཀྱི་ཚིག་དོན་ཕྱིན་ཅི་མ་ལོག་པར་འགྲེལ་བ་མེས་པོའི་ཞལ་ལུང་ལས་བཤད་པའི་རྒྱུད་ཀྱི་རྣམ་བཤད།
					གསོ་བ་རིག་པའི་བསྟན་བཅོས་སྨན་བླའི་དགོངས་དོན་རྒྱུད་བཞིའི་གསལ་འབྱེད་བཻཌཱུརྱ་སྔོན་པོ།
				ལག་ལེན་དང་མན་ངག་ཁ་སྐོང་།	
					༡། གཡུ་ཐོག་སྙིང་ཐིག་གི་དབང་ལུང་དང་དེ་འབྲེལ་ཚེས་བཅུའི་ཆོ་གའི་ལག་ལེན།
					༢། སྨན་རྒྱུ་འདེབས་འཛུགས་དང་བདག་ཉར་བྱ་སྟངས་སློབ་ཁྲིད་དང་སྦྱོང་བརྡར།
					༣། ཡིད་འཕྲོག་ལྡུམ་རའི་སྨན་རིགས་ཁག་གི་ངོ་སྤྲོད།
					༤། སྨན་རྩིས་རིག་དངོས་ཁག་གཅིག་གི་བཟོ་བསྐྲུན་ལག་ལེན་དང་སྦྱོང་བརྡར།
		སློབ་དུས་གཉིས་པ།			
			བློ་འཛིན།		
				རྩ་བ། མན་ངག་གི་རྒྱུད་དུམ་བུ་གཉིས་པ་བཤད་པའི་རྒྱུད་ལས།	
					W2PD20111 ལེའུ་བརྒྱད་པ། ནད་ཀྱི་རྒྱུ་བསྟན་པ།
					W2PD20111 ལེའུ་བཅུ་གཅིག་པ། ནད་ཀྱི་མཚན་ཉིད་བསྟན་པ།
					W2PD20111 ལེའུ་བཅུ་གསུམ། ཉིན་རེ་བཞིན་དུ་སྤྱོད་པའི་སྤྱོད་ལམ།
					W2PD20111 ལེའུ་བཅུ་བཞི། དུས་སུ་སྤྱོད་པའི་སྤྱོད་ལམ།
					W2PD20111 ལེའུ་བཅོ་ལྔ་པ། གནས་སྐབས་སུ་སྤྱོད་པའི་སྤྱོད་ལམ།
					W2PD20111 ལེའུ་བཅུ་དྲུག་པ། འཚོ་བ་ཟས་ཀྱི་ལེའུ།
					W2PD20111 ལེའུ་བཅུ་དགུ། སྨན་གྱི་རོ་དང་ཞུ་རྗེས་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་ཉི་ཤུ་པ། སྨན་གྱི་ནུས་པ་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་ཉེར་བདུན་པ། ནད་ཀྱི་གསོ་ཚུལ་བསྟན་པའི་ལེའུ།
					W2PD20111 ལེའུ་ཉེར་དགུ་པ། གསོ་ཐབས་དངོས་བསྟན་པ།
					W2PD20111 ལེའུ་སོ་གཅིག་པ། གསོ་བ་པོ་སྨན་པའི་ལེའུ།
				ལྷན་ཐབས། 	
					བཤད་པའི་རྒྱུད་ཀྱི་སྡོམ་ཚིག་རྒྱས་བཤད་སྡོང་འགྲེམས་སུ་བཀོད་པ་ཟླ་ཤེལ་ནོར་བུའི་མེ་ལོང༌།
					སྔོ་སྨན་འཁྲུངས་དཔེ་བསྡུས་པ་ངོ་མཚར་གསེར་གྱི་སྙེ་མ། ༼དུམ་བུ་དང་པོ།༽
			བཤད་ཁྲིད།		
